column_number,row_letter,concentration,well,plate,mouse_id,name
11,12,2.230640687617462,12.011.0,MAA000445,killer_mouse,12.011.0-MAA000445-killer_mouse-1
11,13,2.741577460962017,13.011.0,MAA000445,killer_mouse,13.011.0-MAA000445-killer_mouse-1
11,14,2.762243124077743,14.011.0,MAA000445,killer_mouse,14.011.0-MAA000445-killer_mouse-1
11,15,2.8943166056405287,15.011.0,MAA000445,killer_mouse,15.011.0-MAA000445-killer_mouse-1
12,0,2.474731859221994,0.012.0,MAA000445,killer_mouse,0.012.0-MAA000445-killer_mouse-1
12,1,3.521425279365146,1.012.0,MAA000445,killer_mouse,1.012.0-MAA000445-killer_mouse-1
12,2,2.5961204941067533,2.012.0,MAA000445,killer_mouse,2.012.0-MAA000445-killer_mouse-1
12,3,2.4987120794323587,3.012.0,MAA000445,killer_mouse,3.012.0-MAA000445-killer_mouse-1
12,4,2.4112136462512392,4.012.0,MAA000445,killer_mouse,4.012.0-MAA000445-killer_mouse-1
12,5,2.8496594923842236,5.012.0,MAA000445,killer_mouse,5.012.0-MAA000445-killer_mouse-1
12,6,3.0941342092975956,6.012.0,MAA000445,killer_mouse,6.012.0-MAA000445-killer_mouse-1
12,7,3.338335952522694,7.012.0,MAA000445,killer_mouse,7.012.0-MAA000445-killer_mouse-1
12,8,3.8108724114215953,8.012.0,MAA000445,killer_mouse,8.012.0-MAA000445-killer_mouse-1
12,9,3.77390866420252,9.012.0,MAA000445,killer_mouse,9.012.0-MAA000445-killer_mouse-1
12,10,2.3031506193263174,10.012.0,MAA000445,killer_mouse,10.012.0-MAA000445-killer_mouse-1
12,11,2.9460718986327334,11.012.0,MAA000445,killer_mouse,11.012.0-MAA000445-killer_mouse-1
12,12,2.959259292066863,12.012.0,MAA000445,killer_mouse,12.012.0-MAA000445-killer_mouse-1
12,13,2.471359424794715,13.012.0,MAA000445,killer_mouse,13.012.0-MAA000445-killer_mouse-1
12,14,3.401674486610028,14.012.0,MAA000445,killer_mouse,14.012.0-MAA000445-killer_mouse-1
12,15,3.3056119358797167,15.012.0,MAA000445,killer_mouse,15.012.0-MAA000445-killer_mouse-1
13,0,1.6814729126212453,0.013.0,MAA000445,killer_mouse,0.013.0-MAA000445-killer_mouse-1
13,1,2.454552538468603,1.013.0,MAA000445,killer_mouse,1.013.0-MAA000445-killer_mouse-1
13,2,2.863563873670464,2.013.0,MAA000445,killer_mouse,2.013.0-MAA000445-killer_mouse-1
13,3,2.5741495675638704,3.013.0,MAA000445,killer_mouse,3.013.0-MAA000445-killer_mouse-1
13,4,2.729219354682136,4.013.0,MAA000445,killer_mouse,4.013.0-MAA000445-killer_mouse-1
13,5,1.791706771440571,5.013.0,MAA000445,killer_mouse,5.013.0-MAA000445-killer_mouse-1
13,6,2.9427357455184526,6.013.0,MAA000445,killer_mouse,6.013.0-MAA000445-killer_mouse-1
13,7,3.514250217799321,7.013.0,MAA000445,killer_mouse,7.013.0-MAA000445-killer_mouse-1
13,8,3.5286711758753957,8.013.0,MAA000445,killer_mouse,8.013.0-MAA000445-killer_mouse-1
13,9,2.232002964536473,9.013.0,MAA000445,killer_mouse,9.013.0-MAA000445-killer_mouse-1
13,10,3.1303248190134907,10.013.0,MAA000445,killer_mouse,10.013.0-MAA000445-killer_mouse-1
13,11,3.3151591042430075,11.013.0,MAA000445,killer_mouse,11.013.0-MAA000445-killer_mouse-1
13,12,3.4296180083450745,12.013.0,MAA000445,killer_mouse,12.013.0-MAA000445-killer_mouse-1
13,13,3.391559774850548,13.013.0,MAA000445,killer_mouse,13.013.0-MAA000445-killer_mouse-1
13,14,3.2607708245360625,14.013.0,MAA000445,killer_mouse,14.013.0-MAA000445-killer_mouse-1
13,15,3.121653585206875,15.013.0,MAA000445,killer_mouse,15.013.0-MAA000445-killer_mouse-1
14,1,2.7107297065055276,1.014.0,MAA000445,killer_mouse,1.014.0-MAA000445-killer_mouse-1
14,2,2.3827535477263586,2.014.0,MAA000445,killer_mouse,2.014.0-MAA000445-killer_mouse-1
14,3,2.1448578422366946,3.014.0,MAA000445,killer_mouse,3.014.0-MAA000445-killer_mouse-1
14,4,2.7513941476504384,4.014.0,MAA000445,killer_mouse,4.014.0-MAA000445-killer_mouse-1
14,5,2.672864109506207,5.014.0,MAA000445,killer_mouse,5.014.0-MAA000445-killer_mouse-1
14,6,2.5422055991503587,6.014.0,MAA000445,killer_mouse,6.014.0-MAA000445-killer_mouse-1
14,7,4.162692303566993,7.014.0,MAA000445,killer_mouse,7.014.0-MAA000445-killer_mouse-1
14,8,3.4027439215026947,8.014.0,MAA000445,killer_mouse,8.014.0-MAA000445-killer_mouse-1
14,9,3.0078978475043487,9.014.0,MAA000445,killer_mouse,9.014.0-MAA000445-killer_mouse-1
14,10,2.85975692732799,10.014.0,MAA000445,killer_mouse,10.014.0-MAA000445-killer_mouse-1
14,11,2.1702556251763543,11.014.0,MAA000445,killer_mouse,11.014.0-MAA000445-killer_mouse-1
14,12,1.7588514509981708,12.014.0,MAA000445,killer_mouse,12.014.0-MAA000445-killer_mouse-1
14,13,3.5059046519689057,13.014.0,MAA000445,killer_mouse,13.014.0-MAA000445-killer_mouse-1
14,14,1.632588162559842,14.014.0,MAA000445,killer_mouse,14.014.0-MAA000445-killer_mouse-1
14,15,2.834059391635701,15.014.0,MAA000445,killer_mouse,15.014.0-MAA000445-killer_mouse-1
15,0,1.2104170768289932,0.015.0,MAA000445,killer_mouse,0.015.0-MAA000445-killer_mouse-1
15,1,2.4861371491152737,1.015.0,MAA000445,killer_mouse,1.015.0-MAA000445-killer_mouse-1
15,2,1.7723619208861432,2.015.0,MAA000445,killer_mouse,2.015.0-MAA000445-killer_mouse-1
15,3,3.6593616483403144,3.015.0,MAA000445,killer_mouse,3.015.0-MAA000445-killer_mouse-1
15,4,3.0135179956559566,4.015.0,MAA000445,killer_mouse,4.015.0-MAA000445-killer_mouse-1
15,5,3.3398295332411276,5.015.0,MAA000445,killer_mouse,5.015.0-MAA000445-killer_mouse-1
15,6,3.194997987114694,6.015.0,MAA000445,killer_mouse,6.015.0-MAA000445-killer_mouse-1
15,7,2.961968296770743,7.015.0,MAA000445,killer_mouse,7.015.0-MAA000445-killer_mouse-1
15,8,2.4353027104005998,8.015.0,MAA000445,killer_mouse,8.015.0-MAA000445-killer_mouse-1
15,9,3.147081602574033,9.015.0,MAA000445,killer_mouse,9.015.0-MAA000445-killer_mouse-1
15,11,2.5501814411245047,11.015.0,MAA000445,killer_mouse,11.015.0-MAA000445-killer_mouse-1
15,12,2.878259533116384,12.015.0,MAA000445,killer_mouse,12.015.0-MAA000445-killer_mouse-1
15,13,2.514622299022939,13.015.0,MAA000445,killer_mouse,13.015.0-MAA000445-killer_mouse-1
15,14,2.862889214016851,14.015.0,MAA000445,killer_mouse,14.015.0-MAA000445-killer_mouse-1
15,15,1.2790604571811632,15.015.0,MAA000445,killer_mouse,15.015.0-MAA000445-killer_mouse-1
16,0,0.8528690564337786,0.016.0,MAA000445,killer_mouse,0.016.0-MAA000445-killer_mouse-1
16,1,2.435544585820589,1.016.0,MAA000445,killer_mouse,1.016.0-MAA000445-killer_mouse-1
16,5,3.1324248159634687,5.016.0,MAA000445,killer_mouse,5.016.0-MAA000445-killer_mouse-1
16,6,3.6850108089486056,6.016.0,MAA000445,killer_mouse,6.016.0-MAA000445-killer_mouse-1
16,7,3.310630850844494,7.016.0,MAA000445,killer_mouse,7.016.0-MAA000445-killer_mouse-1
16,8,2.9457635074722472,8.016.0,MAA000445,killer_mouse,8.016.0-MAA000445-killer_mouse-1
16,9,3.0960959917218656,9.016.0,MAA000445,killer_mouse,9.016.0-MAA000445-killer_mouse-1
16,11,2.8585155881189737,11.016.0,MAA000445,killer_mouse,11.016.0-MAA000445-killer_mouse-1
16,12,2.8705920823027236,12.016.0,MAA000445,killer_mouse,12.016.0-MAA000445-killer_mouse-1
16,13,3.531879480553396,13.016.0,MAA000445,killer_mouse,13.016.0-MAA000445-killer_mouse-1
16,14,3.368779429491487,14.016.0,MAA000445,killer_mouse,14.016.0-MAA000445-killer_mouse-1
16,15,3.277349656894756,15.016.0,MAA000445,killer_mouse,15.016.0-MAA000445-killer_mouse-1
17,0,3.300681996515864,0.017.0,MAA000445,killer_mouse,0.017.0-MAA000445-killer_mouse-1
17,2,2.78631491141139,2.017.0,MAA000445,killer_mouse,2.017.0-MAA000445-killer_mouse-1
17,3,2.3755456602106784,3.017.0,MAA000445,killer_mouse,3.017.0-MAA000445-killer_mouse-1
17,4,2.3021615216267186,4.017.0,MAA000445,killer_mouse,4.017.0-MAA000445-killer_mouse-1
17,5,3.2529547931072664,5.017.0,MAA000445,killer_mouse,5.017.0-MAA000445-killer_mouse-1
17,6,2.7483819348307863,6.017.0,MAA000445,killer_mouse,6.017.0-MAA000445-killer_mouse-1
17,7,3.535816003013722,7.017.0,MAA000445,killer_mouse,7.017.0-MAA000445-killer_mouse-1
17,8,4.00023408620884,8.017.0,MAA000445,killer_mouse,8.017.0-MAA000445-killer_mouse-1
17,10,2.8670382413104525,10.017.0,MAA000445,killer_mouse,10.017.0-MAA000445-killer_mouse-1
17,11,3.6834161588582477,11.017.0,MAA000445,killer_mouse,11.017.0-MAA000445-killer_mouse-1
17,12,4.236094582807452,12.017.0,MAA000445,killer_mouse,12.017.0-MAA000445-killer_mouse-1
17,13,2.8001147679625635,13.017.0,MAA000445,killer_mouse,13.017.0-MAA000445-killer_mouse-1
17,14,2.5767013532447574,14.017.0,MAA000445,killer_mouse,14.017.0-MAA000445-killer_mouse-1
18,0,1.4660457059670136,0.018.0,MAA000445,killer_mouse,0.018.0-MAA000445-killer_mouse-1
18,1,3.4134831901502185,1.018.0,MAA000445,killer_mouse,1.018.0-MAA000445-killer_mouse-1
18,2,2.1972230068235867,2.018.0,MAA000445,killer_mouse,2.018.0-MAA000445-killer_mouse-1
18,3,2.8854579183834215,3.018.0,MAA000445,killer_mouse,3.018.0-MAA000445-killer_mouse-1
18,4,3.8072166372166145,4.018.0,MAA000445,killer_mouse,4.018.0-MAA000445-killer_mouse-1
18,5,3.6844354909853454,5.018.0,MAA000445,killer_mouse,5.018.0-MAA000445-killer_mouse-1
18,6,3.1983626469749016,6.018.0,MAA000445,killer_mouse,6.018.0-MAA000445-killer_mouse-1
18,8,3.3601073318440857,8.018.0,MAA000445,killer_mouse,8.018.0-MAA000445-killer_mouse-1
18,9,4.004220711434734,9.018.0,MAA000445,killer_mouse,9.018.0-MAA000445-killer_mouse-1
18,10,2.8855157957160618,10.018.0,MAA000445,killer_mouse,10.018.0-MAA000445-killer_mouse-1
18,11,3.753570396744565,11.018.0,MAA000445,killer_mouse,11.018.0-MAA000445-killer_mouse-1
18,12,3.3432451597076907,12.018.0,MAA000445,killer_mouse,12.018.0-MAA000445-killer_mouse-1
18,13,2.365954435967318,13.018.0,MAA000445,killer_mouse,13.018.0-MAA000445-killer_mouse-1
18,14,3.341034591137146,14.018.0,MAA000445,killer_mouse,14.018.0-MAA000445-killer_mouse-1
18,15,2.8949834907270704,15.018.0,MAA000445,killer_mouse,15.018.0-MAA000445-killer_mouse-1
19,0,1.8969554050857604,0.019.0,MAA000445,killer_mouse,0.019.0-MAA000445-killer_mouse-1
19,1,2.5561574916798113,1.019.0,MAA000445,killer_mouse,1.019.0-MAA000445-killer_mouse-1
19,3,2.7908690800334734,3.019.0,MAA000445,killer_mouse,3.019.0-MAA000445-killer_mouse-1
19,4,2.3624662468747584,4.019.0,MAA000445,killer_mouse,4.019.0-MAA000445-killer_mouse-1
19,5,3.407205659160711,5.019.0,MAA000445,killer_mouse,5.019.0-MAA000445-killer_mouse-1
19,6,2.6309108179090677,6.019.0,MAA000445,killer_mouse,6.019.0-MAA000445-killer_mouse-1
19,7,2.5235544127468286,7.019.0,MAA000445,killer_mouse,7.019.0-MAA000445-killer_mouse-1
19,8,4.032743006496184,8.019.0,MAA000445,killer_mouse,8.019.0-MAA000445-killer_mouse-1
19,9,3.260280162969799,9.019.0,MAA000445,killer_mouse,9.019.0-MAA000445-killer_mouse-1
19,10,3.8063191066402973,10.019.0,MAA000445,killer_mouse,10.019.0-MAA000445-killer_mouse-1
19,11,3.3435656446391766,11.019.0,MAA000445,killer_mouse,11.019.0-MAA000445-killer_mouse-1
19,12,3.126180974764603,12.019.0,MAA000445,killer_mouse,12.019.0-MAA000445-killer_mouse-1
19,13,3.199441584116211,13.019.0,MAA000445,killer_mouse,13.019.0-MAA000445-killer_mouse-1
19,15,3.2752911243024903,15.019.0,MAA000445,killer_mouse,15.019.0-MAA000445-killer_mouse-1
20,0,2.8481797331183603,0.020.0,MAA000445,killer_mouse,0.020.0-MAA000445-killer_mouse-1
20,1,3.3574985326713445,1.020.0,MAA000445,killer_mouse,1.020.0-MAA000445-killer_mouse-1
20,2,4.115515366738871,2.020.0,MAA000445,killer_mouse,2.020.0-MAA000445-killer_mouse-1
20,3,1.9535965815617484,3.020.0,MAA000445,killer_mouse,3.020.0-MAA000445-killer_mouse-1
20,4,2.8452020739301354,4.020.0,MAA000445,killer_mouse,4.020.0-MAA000445-killer_mouse-1
20,5,3.131720785723143,5.020.0,MAA000445,killer_mouse,5.020.0-MAA000445-killer_mouse-1
20,6,2.880289558962722,6.020.0,MAA000445,killer_mouse,6.020.0-MAA000445-killer_mouse-1
20,7,2.7157710813307325,7.020.0,MAA000445,killer_mouse,7.020.0-MAA000445-killer_mouse-1
20,8,2.8045773694613656,8.020.0,MAA000445,killer_mouse,8.020.0-MAA000445-killer_mouse-1
20,9,3.2808343906241726,9.020.0,MAA000445,killer_mouse,9.020.0-MAA000445-killer_mouse-1
20,10,1.6730133198071204,10.020.0,MAA000445,killer_mouse,10.020.0-MAA000445-killer_mouse-1
20,11,4.387575975302019,11.020.0,MAA000445,killer_mouse,11.020.0-MAA000445-killer_mouse-1
20,12,3.2256617434838337,12.020.0,MAA000445,killer_mouse,12.020.0-MAA000445-killer_mouse-1
20,14,2.03837564394956,14.020.0,MAA000445,killer_mouse,14.020.0-MAA000445-killer_mouse-1
20,15,3.1677559040976164,15.020.0,MAA000445,killer_mouse,15.020.0-MAA000445-killer_mouse-1
21,0,2.7385540182121506,0.021.0,MAA000445,killer_mouse,0.021.0-MAA000445-killer_mouse-1
21,1,3.104504617929636,1.021.0,MAA000445,killer_mouse,1.021.0-MAA000445-killer_mouse-1
21,2,3.131536787635794,2.021.0,MAA000445,killer_mouse,2.021.0-MAA000445-killer_mouse-1
21,3,2.81462729316192,3.021.0,MAA000445,killer_mouse,3.021.0-MAA000445-killer_mouse-1
21,4,3.2199085638512317,4.021.0,MAA000445,killer_mouse,4.021.0-MAA000445-killer_mouse-1
21,5,2.9028219820162944,5.021.0,MAA000445,killer_mouse,5.021.0-MAA000445-killer_mouse-1
21,6,3.1207007688202744,6.021.0,MAA000445,killer_mouse,6.021.0-MAA000445-killer_mouse-1
21,7,2.4323120936005895,7.021.0,MAA000445,killer_mouse,7.021.0-MAA000445-killer_mouse-1
21,8,2.6634145551516974,8.021.0,MAA000445,killer_mouse,8.021.0-MAA000445-killer_mouse-1
21,9,2.91036244823446,9.021.0,MAA000445,killer_mouse,9.021.0-MAA000445-killer_mouse-1
21,10,2.583287275394751,10.021.0,MAA000445,killer_mouse,10.021.0-MAA000445-killer_mouse-1
21,11,3.1767847679895014,11.021.0,MAA000445,killer_mouse,11.021.0-MAA000445-killer_mouse-1
21,12,2.9838744352546995,12.021.0,MAA000445,killer_mouse,12.021.0-MAA000445-killer_mouse-1
21,13,3.759198319463244,13.021.0,MAA000445,killer_mouse,13.021.0-MAA000445-killer_mouse-1
21,14,3.3522403338089344,14.021.0,MAA000445,killer_mouse,14.021.0-MAA000445-killer_mouse-1
22,6,0.8003147107148236,6.022.0,MAA000445,killer_mouse,6.022.0-MAA000445-killer_mouse-1
22,8,0.788567339870416,8.022.0,MAA000445,killer_mouse,8.022.0-MAA000445-killer_mouse-1
22,11,0.8157351325799255,11.022.0,MAA000445,killer_mouse,11.022.0-MAA000445-killer_mouse-1
22,15,2.7847565426340304,15.022.0,MAA000445,killer_mouse,15.022.0-MAA000445-killer_mouse-1
